Source;S_code;S_family;S_category;Target;T_code;T_family;T_category;Type;Id;Weight;Group_01;Group_02;Group_03;Matchings Count
65;RA13;RA;X;28;SA19;SA;X;Directed;14772;1.0;OUTER;X-X;X;
65;RA13;RA;X;30;SA21;SA;X;Directed;14775;1.0;OUTER;X-X;X;
65;RA13;RA;X;31;SA22;SA;X;Directed;14774;1.0;OUTER;X-X;X;
65;RA13;RA;X;34;SA25;SA;X;Directed;14773;1.0;OUTER;X-X;X;
65;RA13;RA;X;41;SA32;SA;X;Directed;14760;1.0;OUTER;X-X;X;
65;RA13;RA;X;57;RA5;RA;HUB;Directed;227;1.0;INTER;X-HUB;CLUSTER;1
65;RA13;RA;X;70;RA18;RA;X;Directed;216;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;71;RA19;RA;X;Directed;217;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;75;RA23;RA;X;Directed;218;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;77;RA25;RA;X;Directed;219;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;83;RA31;RA;X;Directed;220;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;84;RA32;RA;X;Directed;221;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;86;RA34;RA;X;Directed;222;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;87;RA35;RA;X;Directed;223;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;94;RA42;RA;X;Directed;224;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;95;RA43;RA;X;Directed;225;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;97;RA45;RA;X;Directed;226;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;101;RA49;RA;X;Directed;14873;1.0;INTER;X-X;CLUSTER;
65;RA13;RA;X;102;RA50;RA;X;Directed;14872;1.0;INTER;X-X;CLUSTER;
65;RA13;RA;X;105;RA53;RA;X;Directed;14908;1.0;INTER;X-X;CLUSTER;
65;RA13;RA;X;107;RA55;RA;X;Directed;228;1.0;INTER;X-X;CLUSTER;1
65;RA13;RA;X;108;RA56;RA;X;Directed;14871;1.0;INTER;X-X;CLUSTER;
65;RA13;RA;X;112;RA60;RA;X;Directed;229;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;12;SA3;SA;HUB;Directed;14776;1.0;OUTER;X-HUB;X;
66;RA14;RA;X;16;SA7;SA;X;Directed;14792;1.0;OUTER;X-X;X;
66;RA14;RA;X;22;SA13;SA;X;Directed;14802;1.0;OUTER;X-X;X;
66;RA14;RA;X;34;SA25;SA;X;Directed;14803;1.0;OUTER;X-X;X;
66;RA14;RA;X;39;SA30;SA;X;Directed;14801;1.0;OUTER;X-X;X;
66;RA14;RA;X;57;RA5;RA;HUB;Directed;246;1.0;INTER;X-HUB;CLUSTER;1
66;RA14;RA;X;58;RA6;RA;HUB;Directed;14926;1.0;INTER;X-HUB;CLUSTER;
66;RA14;RA;X;67;RA15;RA;X;Directed;230;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;68;RA16;RA;X;Directed;231;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;69;RA17;RA;X;Directed;232;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;70;RA18;RA;X;Directed;233;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;71;RA19;RA;X;Directed;234;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;72;RA20;RA;X;Directed;235;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;73;RA21;RA;X;Directed;236;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;74;RA22;RA;X;Directed;237;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;75;RA23;RA;X;Directed;238;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;76;RA24;RA;X;Directed;239;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;77;RA25;RA;X;Directed;240;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;78;RA26;RA;X;Directed;241;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;81;RA29;RA;X;Directed;242;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;83;RA31;RA;X;Directed;243;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;84;RA32;RA;X;Directed;244;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;94;RA42;RA;X;Directed;245;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;105;RA53;RA;X;Directed;14909;1.0;INTER;X-X;CLUSTER;
66;RA14;RA;X;110;RA58;RA;X;Directed;15167;1.0;INTER;X-X;CLUSTER;
66;RA14;RA;X;112;RA60;RA;X;Directed;247;1.0;INTER;X-X;CLUSTER;1
66;RA14;RA;X;114;RA62;RA;X;Directed;248;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;10;SA1;SA;HUB;Directed;14786;1.0;OUTER;X-HUB;X;
67;RA15;RA;X;12;SA3;SA;HUB;Directed;14788;1.0;OUTER;X-HUB;X;
67;RA15;RA;X;27;SA18;SA;X;Directed;14789;1.0;OUTER;X-X;X;
67;RA15;RA;X;28;SA19;SA;X;Directed;14790;1.0;OUTER;X-X;X;
67;RA15;RA;X;39;SA30;SA;X;Directed;14791;1.0;OUTER;X-X;X;
67;RA15;RA;X;44;SA35;SA;X;Directed;14787;1.0;OUTER;X-X;X;
67;RA15;RA;X;57;RA5;RA;HUB;Directed;255;1.0;INTER;X-HUB;CLUSTER;1
67;RA15;RA;X;68;RA16;RA;X;Directed;249;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;70;RA18;RA;X;Directed;250;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;71;RA19;RA;X;Directed;251;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;84;RA32;RA;X;Directed;252;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;90;RA38;RA;X;Directed;253;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;96;RA44;RA;X;Directed;254;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;106;RA54;RA;X;Directed;256;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;107;RA55;RA;X;Directed;257;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;108;RA56;RA;X;Directed;258;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;109;RA57;RA;X;Directed;259;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;110;RA58;RA;X;Directed;260;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;111;RA59;RA;X;Directed;261;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;112;RA60;RA;X;Directed;262;1.0;INTER;X-X;CLUSTER;1
67;RA15;RA;X;114;RA62;RA;X;Directed;263;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;12;SA3;SA;HUB;Directed;14779;1.0;OUTER;X-HUB;X;
68;RA16;RA;X;34;SA25;SA;X;Directed;14780;1.0;OUTER;X-X;X;
68;RA16;RA;X;37;SA28;SA;X;Directed;14842;1.0;OUTER;X-X;X;
68;RA16;RA;X;38;SA29;SA;X;Directed;14843;1.0;OUTER;X-X;X;
68;RA16;RA;X;39;SA30;SA;X;Directed;14781;1.0;OUTER;X-X;X;
68;RA16;RA;X;41;SA32;SA;X;Directed;14762;1.0;OUTER;X-X;X;
68;RA16;RA;X;57;RA5;RA;HUB;Directed;281;1.0;INTER;X-HUB;CLUSTER;1
68;RA16;RA;X;63;RA11;RA;X;Directed;264;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;66;RA14;RA;X;Directed;265;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;67;RA15;RA;X;Directed;266;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;69;RA17;RA;X;Directed;267;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;70;RA18;RA;X;Directed;268;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;71;RA19;RA;X;Directed;269;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;72;RA20;RA;X;Directed;270;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;73;RA21;RA;X;Directed;271;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;74;RA22;RA;X;Directed;272;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;75;RA23;RA;X;Directed;273;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;76;RA24;RA;X;Directed;274;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;77;RA25;RA;X;Directed;275;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;78;RA26;RA;X;Directed;276;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;84;RA32;RA;X;Directed;277;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;89;RA37;RA;X;Directed;14844;1.0;INTER;X-X;CLUSTER;
68;RA16;RA;X;92;RA40;RA;X;Directed;278;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;94;RA42;RA;X;Directed;279;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;95;RA43;RA;X;Directed;280;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;105;RA53;RA;X;Directed;282;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;107;RA55;RA;X;Directed;283;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;110;RA58;RA;X;Directed;284;1.0;INTER;X-X;CLUSTER;1
68;RA16;RA;X;114;RA62;RA;X;Directed;285;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;11;SA2;SA;HUB;Directed;14778;1.0;OUTER;X-HUB;X;
69;RA17;RA;X;16;SA7;SA;X;Directed;14839;1.0;OUTER;X-X;X;
69;RA17;RA;X;22;SA13;SA;X;Directed;14805;1.0;OUTER;X-X;X;
69;RA17;RA;X;23;SA14;SA;X;Directed;14840;1.0;OUTER;X-X;X;
69;RA17;RA;X;26;SA17;SA;X;Directed;14804;1.0;OUTER;X-X;X;
69;RA17;RA;X;36;SA27;SA;X;Directed;14806;1.0;OUTER;X-X;X;
69;RA17;RA;X;39;SA30;SA;X;Directed;14770;1.0;OUTER;X-X;X;
69;RA17;RA;X;41;SA32;SA;X;Directed;14841;1.0;OUTER;X-X;X;
69;RA17;RA;X;57;RA5;RA;HUB;Directed;296;1.0;INTER;X-HUB;CLUSTER;1
69;RA17;RA;X;66;RA14;RA;X;Directed;286;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;67;RA15;RA;X;Directed;287;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;68;RA16;RA;X;Directed;288;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;70;RA18;RA;X;Directed;289;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;71;RA19;RA;X;Directed;290;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;72;RA20;RA;X;Directed;291;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;75;RA23;RA;X;Directed;292;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;76;RA24;RA;X;Directed;293;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;77;RA25;RA;X;Directed;294;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;78;RA26;RA;X;Directed;295;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;80;RA28;RA;X;Directed;14726;1.0;INTER;X-X;CLUSTER;
69;RA17;RA;X;105;RA53;RA;X;Directed;297;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;111;RA59;RA;X;Directed;298;1.0;INTER;X-X;CLUSTER;1
69;RA17;RA;X;112;RA60;RA;X;Directed;299;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;11;SA2;SA;HUB;Directed;14784;1.0;OUTER;X-HUB;X;
70;RA18;RA;X;12;SA3;SA;HUB;Directed;14783;1.0;OUTER;X-HUB;X;
70;RA18;RA;X;16;SA7;SA;X;Directed;14758;1.0;OUTER;X-X;X;
70;RA18;RA;X;34;SA25;SA;X;Directed;14877;1.0;OUTER;X-X;X;
70;RA18;RA;X;37;SA28;SA;X;Directed;14771;1.0;OUTER;X-X;X;
70;RA18;RA;X;38;SA29;SA;X;Directed;14876;1.0;OUTER;X-X;X;
70;RA18;RA;X;39;SA30;SA;X;Directed;14874;1.0;OUTER;X-X;X;
70;RA18;RA;X;41;SA32;SA;X;Directed;14761;1.0;OUTER;X-X;X;
70;RA18;RA;X;42;SA33;SA;X;Directed;14757;1.0;OUTER;X-X;X;
70;RA18;RA;X;44;SA35;SA;X;Directed;14769;1.0;OUTER;X-X;X;
70;RA18;RA;X;53;RA1;RA;HUB;Directed;14875;1.0;INTER;X-HUB;CLUSTER;
70;RA18;RA;X;57;RA5;RA;HUB;Directed;315;1.0;INTER;X-HUB;CLUSTER;1
70;RA18;RA;X;59;RA7;RA;X;Directed;320;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;62;RA10;RA;X;Directed;300;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;64;RA12;RA;X;Directed;301;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;65;RA13;RA;X;Directed;14622;1.0;INTER;X-X;CLUSTER;
70;RA18;RA;X;66;RA14;RA;X;Directed;302;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;69;RA17;RA;X;Directed;303;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;71;RA19;RA;X;Directed;304;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;73;RA21;RA;X;Directed;305;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;75;RA23;RA;X;Directed;306;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;76;RA24;RA;X;Directed;307;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;78;RA26;RA;X;Directed;308;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;83;RA31;RA;X;Directed;309;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;84;RA32;RA;X;Directed;310;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;85;RA33;RA;X;Directed;311;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;87;RA35;RA;X;Directed;14512;1.0;INTER;X-X;CLUSTER;
70;RA18;RA;X;88;RA36;RA;X;Directed;312;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;92;RA40;RA;X;Directed;313;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;95;RA43;RA;X;Directed;314;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;104;RA52;RA;X;Directed;316;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;105;RA53;RA;X;Directed;317;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;108;RA56;RA;X;Directed;318;1.0;INTER;X-X;CLUSTER;1
70;RA18;RA;X;112;RA60;RA;X;Directed;319;1.0;INTER;X-X;CLUSTER;1
71;RA19;RA;X;11;SA2;SA;HUB;Directed;14777;1.0;OUTER;X-HUB;X;
71;RA19;RA;X;15;SA6;SA;X;Directed;14752;1.0;OUTER;X-X;X;
71;RA19;RA;X;16;SA7;SA;X;Directed;14754;1.0;OUTER;X-X;X;
71;RA19;RA;X;24;SA15;SA;X;Directed;14753;1.0;OUTER;X-X;X;
71;RA19;RA;X;39;SA30;SA;X;Directed;14763;1.0;OUTER;X-X;X;
71;RA19;RA;X;41;SA32;SA;X;Directed;14759;1.0;OUTER;X-X;X;
71;RA19;RA;X;42;SA33;SA;X;Directed;14755;1.0;OUTER;X-X;X;
71;RA19;RA;X;57;RA5;RA;HUB;Directed;321;1.0;INTER;X-HUB;CLUSTER;1
71;RA19;RA;X;75;RA23;RA;X;Directed;14915;1.0;INTER;X-X;CLUSTER;
71;RA19;RA;X;77;RA25;RA;X;Directed;14914;1.0;INTER;X-X;CLUSTER;
71;RA19;RA;X;80;RA28;RA;X;Directed;14727;1.0;INTER;X-X;CLUSTER;
71;RA19;RA;X;105;RA53;RA;X;Directed;14907;1.0;INTER;X-X;CLUSTER;
71;RA19;RA;X;111;RA59;RA;X;Directed;14837;1.0;INTER;X-X;CLUSTER;
71;RA19;RA;X;114;RA62;RA;X;Directed;14838;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;15;SA6;SA;X;Directed;14846;1.0;OUTER;X-X;X;
72;RA20;RA;X;22;SA13;SA;X;Directed;14767;1.0;OUTER;X-X;X;
72;RA20;RA;X;25;SA16;SA;X;Directed;14768;1.0;OUTER;X-X;X;
72;RA20;RA;X;30;SA21;SA;X;Directed;14847;1.0;OUTER;X-X;X;
72;RA20;RA;X;31;SA22;SA;X;Directed;14848;1.0;OUTER;X-X;X;
72;RA20;RA;X;33;SA24;SA;X;Directed;14850;1.0;OUTER;X-X;X;
72;RA20;RA;X;34;SA25;SA;X;Directed;14851;1.0;OUTER;X-X;X;
72;RA20;RA;X;38;SA29;SA;X;Directed;14845;1.0;OUTER;X-X;X;
72;RA20;RA;X;39;SA30;SA;X;Directed;14766;1.0;OUTER;X-X;X;
72;RA20;RA;X;41;SA32;SA;X;Directed;14849;1.0;OUTER;X-X;X;
72;RA20;RA;X;42;SA33;SA;X;Directed;14756;1.0;OUTER;X-X;X;
72;RA20;RA;X;44;SA35;SA;X;Directed;14852;1.0;OUTER;X-X;X;
72;RA20;RA;X;57;RA5;RA;HUB;Directed;333;1.0;INTER;X-HUB;CLUSTER;1
72;RA20;RA;X;58;RA6;RA;HUB;Directed;14867;1.0;INTER;X-HUB;CLUSTER;
72;RA20;RA;X;59;RA7;RA;X;Directed;14869;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;61;RA9;RA;X;Directed;14870;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;64;RA12;RA;X;Directed;14868;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;70;RA18;RA;X;Directed;14858;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;71;RA19;RA;X;Directed;14859;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;73;RA21;RA;X;Directed;14857;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;74;RA22;RA;X;Directed;14853;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;75;RA23;RA;X;Directed;14855;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;76;RA24;RA;X;Directed;14860;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;77;RA25;RA;X;Directed;14854;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;78;RA26;RA;X;Directed;14856;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;82;RA30;RA;X;Directed;14861;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;84;RA32;RA;X;Directed;14862;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;95;RA43;RA;X;Directed;14866;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;105;RA53;RA;X;Directed;14906;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;107;RA55;RA;X;Directed;14865;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;108;RA56;RA;X;Directed;14864;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;112;RA60;RA;X;Directed;14863;1.0;INTER;X-X;CLUSTER;
72;RA20;RA;X;177;DO12;DO;X;Directed;4033;1.0;OUTER;X-X;CLUSTER;
73;RA21;RA;X;12;SA3;SA;HUB;Directed;14525;1.0;OUTER;X-HUB;X;
73;RA21;RA;X;13;SA4;SA;HUB;Directed;14524;1.0;OUTER;X-HUB;X;
73;RA21;RA;X;14;SA5;SA;HUB;Directed;14523;1.0;OUTER;X-HUB;X;
73;RA21;RA;X;16;SA7;SA;X;Directed;14796;1.0;OUTER;X-X;X;
73;RA21;RA;X;19;SA10;SA;X;Directed;14800;1.0;OUTER;X-X;X;
73;RA21;RA;X;33;SA24;SA;X;Directed;14522;1.0;OUTER;X-X;X;
73;RA21;RA;X;34;SA25;SA;X;Directed;14798;1.0;OUTER;X-X;X;
73;RA21;RA;X;37;SA28;SA;X;Directed;14797;1.0;OUTER;X-X;X;
73;RA21;RA;X;38;SA29;SA;X;Directed;14799;1.0;OUTER;X-X;X;
73;RA21;RA;X;41;SA32;SA;X;Directed;14986;1.0;OUTER;X-X;X;
73;RA21;RA;X;55;RA3;RA;HUB;Directed;14927;1.0;INTER;X-HUB;CLUSTER;
73;RA21;RA;X;56;RA4;RA;HUB;Directed;14894;1.0;INTER;X-HUB;CLUSTER;
73;RA21;RA;X;57;RA5;RA;HUB;Directed;334;1.0;INTER;X-HUB;CLUSTER;1
73;RA21;RA;X;58;RA6;RA;HUB;Directed;14928;1.0;INTER;X-HUB;CLUSTER;
73;RA21;RA;X;74;RA22;RA;X;Directed;14889;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;75;RA23;RA;X;Directed;14882;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;77;RA25;RA;X;Directed;14883;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;78;RA26;RA;X;Directed;14881;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;79;RA27;RA;X;Directed;14879;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;81;RA29;RA;X;Directed;14880;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;83;RA31;RA;X;Directed;14884;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;84;RA32;RA;X;Directed;14885;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;85;RA33;RA;X;Directed;14887;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;90;RA38;RA;X;Directed;14888;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;95;RA43;RA;X;Directed;14886;1.0;INTER;X-X;CLUSTER;
73;RA21;RA;X;112;RA60;RA;X;Directed;14895;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;10;SA1;SA;HUB;Directed;14898;1.0;OUTER;X-HUB;X;
74;RA22;RA;X;11;SA2;SA;HUB;Directed;14785;1.0;OUTER;X-HUB;X;
74;RA22;RA;X;16;SA7;SA;X;Directed;14765;1.0;OUTER;X-X;X;
74;RA22;RA;X;41;SA32;SA;X;Directed;14985;1.0;OUTER;X-X;X;
74;RA22;RA;X;42;SA33;SA;X;Directed;14764;1.0;OUTER;X-X;X;
74;RA22;RA;X;56;RA4;RA;HUB;Directed;14917;1.0;INTER;X-HUB;CLUSTER;
74;RA22;RA;X;57;RA5;RA;HUB;Directed;335;1.0;INTER;X-HUB;CLUSTER;1
74;RA22;RA;X;58;RA6;RA;HUB;Directed;14923;1.0;INTER;X-HUB;CLUSTER;
74;RA22;RA;X;59;RA7;RA;X;Directed;14919;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;61;RA9;RA;X;Directed;14921;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;62;RA10;RA;X;Directed;14920;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;63;RA11;RA;X;Directed;14899;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;64;RA12;RA;X;Directed;14900;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;75;RA23;RA;X;Directed;14892;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;76;RA24;RA;X;Directed;14916;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;77;RA25;RA;X;Directed;14891;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;78;RA26;RA;X;Directed;14890;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;84;RA32;RA;X;Directed;14918;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;94;RA42;RA;X;Directed;14521;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;95;RA43;RA;X;Directed;14893;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;105;RA53;RA;X;Directed;14905;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;112;RA60;RA;X;Directed;14924;1.0;INTER;X-X;CLUSTER;
74;RA22;RA;X;114;RA62;RA;X;Directed;14925;1.0;INTER;X-X;CLUSTER;
75;RA23;RA;X;11;SA2;SA;HUB;Directed;14808;1.0;OUTER;X-HUB;X;
75;RA23;RA;X;13;SA4;SA;HUB;Directed;14691;1.0;OUTER;X-HUB;X;
75;RA23;RA;X;15;SA6;SA;X;Directed;14811;1.0;OUTER;X-X;X;
75;RA23;RA;X;16;SA7;SA;X;Directed;14719;1.0;OUTER;X-X;X;
75;RA23;RA;X;26;SA17;SA;X;Directed;14821;1.0;OUTER;X-X;X;
75;RA23;RA;X;37;SA28;SA;X;Directed;14818;1.0;OUTER;X-X;X;
75;RA23;RA;X;39;SA30;SA;X;Directed;14817;1.0;OUTER;X-X;X;
75;RA23;RA;X;52;PR8;PR;X;Directed;14685;1.0;OUTER;X-X;CLUSTER;
75;RA23;RA;X;56;RA4;RA;HUB;Directed;336;1.0;INTER;X-HUB;CLUSTER;1
75;RA23;RA;X;57;RA5;RA;HUB;Directed;337;1.0;INTER;X-HUB;CLUSTER;1
75;RA23;RA;X;64;RA12;RA;X;Directed;14910;1.0;INTER;X-X;CLUSTER;
75;RA23;RA;X;76;RA24;RA;X;Directed;14912;1.0;INTER;X-X;CLUSTER;
75;RA23;RA;X;79;RA27;RA;X;Directed;14669;1.0;INTER;X-X;CLUSTER;
75;RA23;RA;X;82;RA30;RA;X;Directed;14911;1.0;INTER;X-X;CLUSTER;
75;RA23;RA;X;95;RA43;RA;X;Directed;14616;1.0;INTER;X-X;CLUSTER;
76;RA24;RA;X;13;SA4;SA;HUB;Directed;14690;1.0;OUTER;X-HUB;X;
76;RA24;RA;X;15;SA6;SA;X;Directed;14742;1.0;OUTER;X-X;X;
76;RA24;RA;X;16;SA7;SA;X;Directed;14717;1.0;OUTER;X-X;X;
76;RA24;RA;X;17;SA8;SA;X;Directed;14748;1.0;OUTER;X-X;X;
76;RA24;RA;X;19;SA10;SA;X;Directed;14747;1.0;OUTER;X-X;X;
76;RA24;RA;X;25;SA16;SA;X;Directed;14746;1.0;OUTER;X-X;X;
76;RA24;RA;X;51;PR7;PR;X;Directed;14681;1.0;OUTER;X-X;CLUSTER;
76;RA24;RA;X;56;RA4;RA;HUB;Directed;338;1.0;INTER;X-HUB;CLUSTER;1
76;RA24;RA;X;57;RA5;RA;HUB;Directed;339;1.0;INTER;X-HUB;CLUSTER;1
76;RA24;RA;X;79;RA27;RA;X;Directed;14668;1.0;INTER;X-X;CLUSTER;
76;RA24;RA;X;82;RA30;RA;X;Directed;14728;1.0;INTER;X-X;CLUSTER;
76;RA24;RA;X;95;RA43;RA;X;Directed;14615;1.0;INTER;X-X;CLUSTER;
76;RA24;RA;X;102;RA50;RA;X;Directed;14744;1.0;INTER;X-X;CLUSTER;
76;RA24;RA;X;103;RA51;RA;X;Directed;14743;1.0;INTER;X-X;CLUSTER;
77;RA25;RA;X;11;SA2;SA;HUB;Directed;14809;1.0;OUTER;X-HUB;X;
77;RA25;RA;X;13;SA4;SA;HUB;Directed;14692;1.0;OUTER;X-HUB;X;
77;RA25;RA;X;15;SA6;SA;X;Directed;14815;1.0;OUTER;X-X;X;
77;RA25;RA;X;16;SA7;SA;X;Directed;14720;1.0;OUTER;X-X;X;
77;RA25;RA;X;26;SA17;SA;X;Directed;14822;1.0;OUTER;X-X;X;
77;RA25;RA;X;39;SA30;SA;X;Directed;14816;1.0;OUTER;X-X;X;
