Source;S_code;S_family;S_category;Target;T_code;T_family;T_category;Type;Id;Weight;Group_01;Group_02;Group_03;Matchings Count
77;RA25;RA;X;52;PR8;PR;X;Directed;14684;1.0;OUTER;X-X;CLUSTER;
77;RA25;RA;X;56;RA4;RA;HUB;Directed;340;1.0;INTER;X-HUB;CLUSTER;1
77;RA25;RA;X;57;RA5;RA;HUB;Directed;341;1.0;INTER;X-HUB;CLUSTER;1
77;RA25;RA;X;64;RA12;RA;X;Directed;14901;1.0;INTER;X-X;CLUSTER;
77;RA25;RA;X;79;RA27;RA;X;Directed;14671;1.0;INTER;X-X;CLUSTER;
77;RA25;RA;X;95;RA43;RA;X;Directed;14613;1.0;INTER;X-X;CLUSTER;
78;RA26;RA;X;11;SA2;SA;HUB;Directed;14807;1.0;OUTER;X-HUB;X;
78;RA26;RA;X;13;SA4;SA;HUB;Directed;14526;1.0;OUTER;X-HUB;X;
78;RA26;RA;X;15;SA6;SA;X;Directed;14810;1.0;OUTER;X-X;X;
78;RA26;RA;X;16;SA7;SA;X;Directed;14718;1.0;OUTER;X-X;X;
78;RA26;RA;X;22;SA13;SA;X;Directed;14820;1.0;OUTER;X-X;X;
78;RA26;RA;X;26;SA17;SA;X;Directed;14913;1.0;OUTER;X-X;X;
78;RA26;RA;X;39;SA30;SA;X;Directed;14819;1.0;OUTER;X-X;X;
78;RA26;RA;X;56;RA4;RA;HUB;Directed;342;1.0;INTER;X-HUB;CLUSTER;1
78;RA26;RA;X;57;RA5;RA;HUB;Directed;343;1.0;INTER;X-HUB;CLUSTER;1
78;RA26;RA;X;64;RA12;RA;X;Directed;14902;1.0;INTER;X-X;CLUSTER;
78;RA26;RA;X;79;RA27;RA;X;Directed;14670;1.0;INTER;X-X;CLUSTER;
78;RA26;RA;X;80;RA28;RA;X;Directed;14813;1.0;INTER;X-X;CLUSTER;
78;RA26;RA;X;82;RA30;RA;X;Directed;14812;1.0;INTER;X-X;CLUSTER;
78;RA26;RA;X;95;RA43;RA;X;Directed;14614;1.0;INTER;X-X;CLUSTER;
79;RA27;RA;X;12;SA3;SA;HUB;Directed;14647;1.0;OUTER;X-HUB;X;
79;RA27;RA;X;13;SA4;SA;HUB;Directed;14646;1.0;OUTER;X-HUB;X;
79;RA27;RA;X;14;SA5;SA;HUB;Directed;14694;1.0;OUTER;X-HUB;X;
79;RA27;RA;X;16;SA7;SA;X;Directed;14660;1.0;OUTER;X-X;X;
79;RA27;RA;X;20;SA11;SA;X;Directed;14653;1.0;OUTER;X-X;X;
79;RA27;RA;X;21;SA12;SA;X;Directed;14655;1.0;OUTER;X-X;X;
79;RA27;RA;X;22;SA13;SA;X;Directed;14650;1.0;OUTER;X-X;X;
79;RA27;RA;X;25;SA16;SA;X;Directed;14649;1.0;OUTER;X-X;X;
79;RA27;RA;X;32;SA23;SA;X;Directed;14651;1.0;OUTER;X-X;X;
79;RA27;RA;X;39;SA30;SA;X;Directed;14648;1.0;OUTER;X-X;X;
79;RA27;RA;X;41;SA32;SA;X;Directed;14657;1.0;OUTER;X-X;X;
79;RA27;RA;X;42;SA33;SA;X;Directed;14654;1.0;OUTER;X-X;X;
79;RA27;RA;X;43;SA34;SA;X;Directed;14656;1.0;OUTER;X-X;X;
79;RA27;RA;X;44;SA35;SA;X;Directed;14652;1.0;OUTER;X-X;X;
79;RA27;RA;X;56;RA4;RA;HUB;Directed;344;1.0;INTER;X-HUB;CLUSTER;1
79;RA27;RA;X;80;RA28;RA;X;Directed;14664;1.0;INTER;X-X;CLUSTER;
79;RA27;RA;X;95;RA43;RA;X;Directed;14618;1.0;INTER;X-X;CLUSTER;
80;RA28;RA;X;13;SA4;SA;HUB;Directed;14689;1.0;OUTER;X-HUB;X;
80;RA28;RA;X;14;SA5;SA;HUB;Directed;14695;1.0;OUTER;X-HUB;X;
80;RA28;RA;X;15;SA6;SA;X;Directed;14723;1.0;OUTER;X-X;X;
80;RA28;RA;X;16;SA7;SA;X;Directed;14709;1.0;OUTER;X-X;X;
80;RA28;RA;X;17;SA8;SA;X;Directed;14724;1.0;OUTER;X-X;X;
80;RA28;RA;X;24;SA15;SA;X;Directed;14712;1.0;OUTER;X-X;X;
80;RA28;RA;X;26;SA17;SA;X;Directed;14714;1.0;OUTER;X-X;X;
80;RA28;RA;X;32;SA23;SA;X;Directed;14713;1.0;OUTER;X-X;X;
80;RA28;RA;X;37;SA28;SA;X;Directed;14721;1.0;OUTER;X-X;X;
80;RA28;RA;X;38;SA29;SA;X;Directed;14722;1.0;OUTER;X-X;X;
80;RA28;RA;X;39;SA30;SA;X;Directed;14711;1.0;OUTER;X-X;X;
80;RA28;RA;X;42;SA33;SA;X;Directed;14725;1.0;OUTER;X-X;X;
80;RA28;RA;X;44;SA35;SA;X;Directed;14710;1.0;OUTER;X-X;X;
80;RA28;RA;X;51;PR7;PR;X;Directed;14683;1.0;OUTER;X-X;CLUSTER;
80;RA28;RA;X;56;RA4;RA;HUB;Directed;345;1.0;INTER;X-HUB;CLUSTER;1
80;RA28;RA;X;81;RA29;RA;X;Directed;14663;1.0;INTER;X-X;CLUSTER;
80;RA28;RA;X;95;RA43;RA;X;Directed;14617;1.0;INTER;X-X;CLUSTER;
81;RA29;RA;X;13;SA4;SA;HUB;Directed;14672;1.0;OUTER;X-HUB;X;
81;RA29;RA;X;14;SA5;SA;HUB;Directed;14693;1.0;OUTER;X-HUB;X;
81;RA29;RA;X;16;SA7;SA;X;Directed;14674;1.0;OUTER;X-X;X;
81;RA29;RA;X;21;SA12;SA;X;Directed;14679;1.0;OUTER;X-X;X;
81;RA29;RA;X;28;SA19;SA;X;Directed;14680;1.0;OUTER;X-X;X;
81;RA29;RA;X;32;SA23;SA;X;Directed;14677;1.0;OUTER;X-X;X;
81;RA29;RA;X;39;SA30;SA;X;Directed;14678;1.0;OUTER;X-X;X;
81;RA29;RA;X;44;SA35;SA;X;Directed;14673;1.0;OUTER;X-X;X;
81;RA29;RA;X;56;RA4;RA;HUB;Directed;346;1.0;INTER;X-HUB;CLUSTER;1
81;RA29;RA;X;79;RA27;RA;X;Directed;14665;1.0;INTER;X-X;CLUSTER;
81;RA29;RA;X;82;RA30;RA;X;Directed;14675;1.0;INTER;X-X;CLUSTER;
81;RA29;RA;X;84;RA32;RA;X;Directed;14676;1.0;INTER;X-X;CLUSTER;
82;RA30;RA;X;10;SA1;SA;HUB;Directed;14737;1.0;OUTER;X-HUB;X;
82;RA30;RA;X;11;SA2;SA;HUB;Directed;14736;1.0;OUTER;X-HUB;X;
82;RA30;RA;X;12;SA3;SA;HUB;Directed;14738;1.0;OUTER;X-HUB;X;
82;RA30;RA;X;13;SA4;SA;HUB;Directed;14688;1.0;OUTER;X-HUB;X;
82;RA30;RA;X;14;SA5;SA;HUB;Directed;14696;1.0;OUTER;X-HUB;X;
82;RA30;RA;X;16;SA7;SA;X;Directed;14716;1.0;OUTER;X-X;X;
82;RA30;RA;X;22;SA13;SA;X;Directed;14734;1.0;OUTER;X-X;X;
82;RA30;RA;X;24;SA15;SA;X;Directed;14739;1.0;OUTER;X-X;X;
82;RA30;RA;X;25;SA16;SA;X;Directed;14741;1.0;OUTER;X-X;X;
82;RA30;RA;X;26;SA17;SA;X;Directed;14729;1.0;OUTER;X-X;X;
82;RA30;RA;X;34;SA25;SA;X;Directed;14740;1.0;OUTER;X-X;X;
82;RA30;RA;X;39;SA30;SA;X;Directed;14735;1.0;OUTER;X-X;X;
82;RA30;RA;X;44;SA35;SA;X;Directed;14715;1.0;OUTER;X-X;X;
82;RA30;RA;X;51;PR7;PR;X;Directed;14682;1.0;OUTER;X-X;CLUSTER;
82;RA30;RA;X;56;RA4;RA;HUB;Directed;356;1.0;INTER;X-HUB;CLUSTER;1
82;RA30;RA;X;79;RA27;RA;X;Directed;14666;1.0;INTER;X-X;CLUSTER;
82;RA30;RA;X;102;RA50;RA;X;Directed;14745;1.0;INTER;X-X;CLUSTER;
83;RA31;RA;X;13;SA4;SA;HUB;Directed;14687;1.0;OUTER;X-HUB;X;
83;RA31;RA;X;15;SA6;SA;X;Directed;14707;1.0;OUTER;X-X;X;
83;RA31;RA;X;16;SA7;SA;X;Directed;14704;1.0;OUTER;X-X;X;
83;RA31;RA;X;19;SA10;SA;X;Directed;14703;1.0;OUTER;X-X;X;
83;RA31;RA;X;25;SA16;SA;X;Directed;14706;1.0;OUTER;X-X;X;
83;RA31;RA;X;41;SA32;SA;X;Directed;14705;1.0;OUTER;X-X;X;
83;RA31;RA;X;56;RA4;RA;HUB;Directed;357;1.0;INTER;X-HUB;CLUSTER;1
83;RA31;RA;X;79;RA27;RA;X;Directed;14662;1.0;INTER;X-X;CLUSTER;
83;RA31;RA;X;95;RA43;RA;X;Directed;14619;1.0;INTER;X-X;CLUSTER;
84;RA32;RA;X;11;SA2;SA;HUB;Directed;14700;1.0;OUTER;X-HUB;X;
84;RA32;RA;X;13;SA4;SA;HUB;Directed;14686;1.0;OUTER;X-HUB;X;
84;RA32;RA;X;14;SA5;SA;HUB;Directed;14702;1.0;OUTER;X-HUB;X;
84;RA32;RA;X;16;SA7;SA;X;Directed;14697;1.0;OUTER;X-X;X;
84;RA32;RA;X;22;SA13;SA;X;Directed;14701;1.0;OUTER;X-X;X;
84;RA32;RA;X;25;SA16;SA;X;Directed;14699;1.0;OUTER;X-X;X;
84;RA32;RA;X;44;SA35;SA;X;Directed;14698;1.0;OUTER;X-X;X;
84;RA32;RA;X;56;RA4;RA;HUB;Directed;358;1.0;INTER;X-HUB;CLUSTER;1
84;RA32;RA;X;79;RA27;RA;X;Directed;14661;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;14;SA5;SA;HUB;Directed;14581;1.0;OUTER;X-HUB;X;
85;RA33;RA;X;25;SA16;SA;X;Directed;14588;1.0;OUTER;X-X;X;
85;RA33;RA;X;32;SA23;SA;X;Directed;14587;1.0;OUTER;X-X;X;
85;RA33;RA;X;33;SA24;SA;X;Directed;14579;1.0;OUTER;X-X;X;
85;RA33;RA;X;34;SA25;SA;X;Directed;14580;1.0;OUTER;X-X;X;
85;RA33;RA;X;37;SA28;SA;X;Directed;14585;1.0;OUTER;X-X;X;
85;RA33;RA;X;38;SA29;SA;X;Directed;14583;1.0;OUTER;X-X;X;
85;RA33;RA;X;39;SA30;SA;X;Directed;14586;1.0;OUTER;X-X;X;
85;RA33;RA;X;40;SA31;SA;X;Directed;14582;1.0;OUTER;X-X;X;
85;RA33;RA;X;42;SA33;SA;X;Directed;14584;1.0;OUTER;X-X;X;
85;RA33;RA;X;55;RA3;RA;HUB;Directed;359;1.0;INTER;X-HUB;CLUSTER;1
85;RA33;RA;X;67;RA15;RA;X;Directed;14590;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;72;RA20;RA;X;Directed;14591;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;74;RA22;RA;X;Directed;14589;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;96;RA44;RA;X;Directed;14592;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;102;RA50;RA;X;Directed;14593;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;105;RA53;RA;X;Directed;14595;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;108;RA56;RA;X;Directed;14596;1.0;INTER;X-X;CLUSTER;
85;RA33;RA;X;112;RA60;RA;X;Directed;14597;1.0;INTER;X-X;CLUSTER;
86;RA34;RA;X;12;SA3;SA;HUB;Directed;14470;1.0;OUTER;X-HUB;X;
86;RA34;RA;X;19;SA10;SA;X;Directed;14478;1.0;OUTER;X-X;X;
86;RA34;RA;X;22;SA13;SA;X;Directed;14476;1.0;OUTER;X-X;X;
86;RA34;RA;X;23;SA14;SA;X;Directed;14477;1.0;OUTER;X-X;X;
86;RA34;RA;X;26;SA17;SA;X;Directed;14480;1.0;OUTER;X-X;X;
86;RA34;RA;X;29;SA20;SA;X;Directed;14472;1.0;OUTER;X-X;X;
86;RA34;RA;X;31;SA22;SA;X;Directed;14471;1.0;OUTER;X-X;X;
86;RA34;RA;X;33;SA24;SA;X;Directed;14475;1.0;OUTER;X-X;X;
86;RA34;RA;X;34;SA25;SA;X;Directed;14473;1.0;OUTER;X-X;X;
86;RA34;RA;X;35;SA26;SA;X;Directed;14481;1.0;OUTER;X-X;X;
86;RA34;RA;X;39;SA30;SA;X;Directed;14479;1.0;OUTER;X-X;X;
86;RA34;RA;X;41;SA32;SA;X;Directed;14474;1.0;OUTER;X-X;X;
86;RA34;RA;X;55;RA3;RA;HUB;Directed;360;1.0;INTER;X-HUB;CLUSTER;1
86;RA34;RA;X;90;RA38;RA;X;Directed;14483;1.0;INTER;X-X;CLUSTER;
86;RA34;RA;X;97;RA45;RA;X;Directed;14495;1.0;INTER;X-X;CLUSTER;
86;RA34;RA;X;101;RA49;RA;X;Directed;14496;1.0;INTER;X-X;CLUSTER;
86;RA34;RA;X;102;RA50;RA;X;Directed;14494;1.0;INTER;X-X;CLUSTER;
87;RA35;RA;X;12;SA3;SA;HUB;Directed;14498;1.0;OUTER;X-HUB;X;
87;RA35;RA;X;28;SA19;SA;X;Directed;14504;1.0;OUTER;X-X;X;
87;RA35;RA;X;29;SA20;SA;X;Directed;14501;1.0;OUTER;X-X;X;
87;RA35;RA;X;30;SA21;SA;X;Directed;14503;1.0;OUTER;X-X;X;
87;RA35;RA;X;31;SA22;SA;X;Directed;14502;1.0;OUTER;X-X;X;
87;RA35;RA;X;34;SA25;SA;X;Directed;14499;1.0;OUTER;X-X;X;
87;RA35;RA;X;37;SA28;SA;X;Directed;14505;1.0;OUTER;X-X;X;
87;RA35;RA;X;44;SA35;SA;X;Directed;14500;1.0;OUTER;X-X;X;
87;RA35;RA;X;55;RA3;RA;HUB;Directed;361;1.0;INTER;X-HUB;CLUSTER;1
88;RA36;RA;X;12;SA3;SA;HUB;Directed;14598;1.0;OUTER;X-HUB;X;
88;RA36;RA;X;34;SA25;SA;X;Directed;14601;1.0;OUTER;X-X;X;
88;RA36;RA;X;36;SA27;SA;X;Directed;14600;1.0;OUTER;X-X;X;
88;RA36;RA;X;38;SA29;SA;X;Directed;14599;1.0;OUTER;X-X;X;
88;RA36;RA;X;55;RA3;RA;HUB;Directed;362;1.0;INTER;X-HUB;CLUSTER;1
88;RA36;RA;X;93;RA41;RA;X;Directed;14602;1.0;INTER;X-X;CLUSTER;
89;RA37;RA;X;11;SA2;SA;HUB;Directed;14538;1.0;OUTER;X-HUB;X;
89;RA37;RA;X;20;SA11;SA;X;Directed;14546;1.0;OUTER;X-X;X;
89;RA37;RA;X;22;SA13;SA;X;Directed;14548;1.0;OUTER;X-X;X;
89;RA37;RA;X;24;SA15;SA;X;Directed;14541;1.0;OUTER;X-X;X;
89;RA37;RA;X;25;SA16;SA;X;Directed;14549;1.0;OUTER;X-X;X;
89;RA37;RA;X;26;SA17;SA;X;Directed;14547;1.0;OUTER;X-X;X;
89;RA37;RA;X;32;SA23;SA;X;Directed;14540;1.0;OUTER;X-X;X;
89;RA37;RA;X;36;SA27;SA;X;Directed;14539;1.0;OUTER;X-X;X;
89;RA37;RA;X;38;SA29;SA;X;Directed;14542;1.0;OUTER;X-X;X;
89;RA37;RA;X;39;SA30;SA;X;Directed;14544;1.0;OUTER;X-X;X;
89;RA37;RA;X;42;SA33;SA;X;Directed;14543;1.0;OUTER;X-X;X;
89;RA37;RA;X;43;SA34;SA;X;Directed;14545;1.0;OUTER;X-X;X;
89;RA37;RA;X;55;RA3;RA;HUB;Directed;363;1.0;INTER;X-HUB;CLUSTER;1
89;RA37;RA;X;70;RA18;RA;X;Directed;14551;1.0;INTER;X-X;CLUSTER;
90;RA38;RA;X;12;SA3;SA;HUB;Directed;14482;1.0;OUTER;X-HUB;X;
90;RA38;RA;X;22;SA13;SA;X;Directed;14492;1.0;OUTER;X-X;X;
90;RA38;RA;X;28;SA19;SA;X;Directed;14491;1.0;OUTER;X-X;X;
90;RA38;RA;X;33;SA24;SA;X;Directed;14487;1.0;OUTER;X-X;X;
90;RA38;RA;X;34;SA25;SA;X;Directed;14484;1.0;OUTER;X-X;X;
90;RA38;RA;X;36;SA27;SA;X;Directed;14486;1.0;OUTER;X-X;X;
90;RA38;RA;X;38;SA29;SA;X;Directed;14485;1.0;OUTER;X-X;X;
90;RA38;RA;X;39;SA30;SA;X;Directed;14490;1.0;OUTER;X-X;X;
90;RA38;RA;X;41;SA32;SA;X;Directed;14488;1.0;OUTER;X-X;X;
90;RA38;RA;X;44;SA35;SA;X;Directed;14489;1.0;OUTER;X-X;X;
90;RA38;RA;X;55;RA3;RA;HUB;Directed;364;1.0;INTER;X-HUB;CLUSTER;1
90;RA38;RA;X;99;RA47;RA;X;Directed;14493;1.0;INTER;X-X;CLUSTER;
91;RA39;RA;X;11;SA2;SA;HUB;Directed;14569;1.0;OUTER;X-HUB;X;
91;RA39;RA;X;12;SA3;SA;HUB;Directed;14568;1.0;OUTER;X-HUB;X;
91;RA39;RA;X;23;SA14;SA;X;Directed;14576;1.0;OUTER;X-X;X;
91;RA39;RA;X;32;SA23;SA;X;Directed;14575;1.0;OUTER;X-X;X;
91;RA39;RA;X;34;SA25;SA;X;Directed;14574;1.0;OUTER;X-X;X;
91;RA39;RA;X;36;SA27;SA;X;Directed;14570;1.0;OUTER;X-X;X;
91;RA39;RA;X;37;SA28;SA;X;Directed;14571;1.0;OUTER;X-X;X;
91;RA39;RA;X;40;SA31;SA;X;Directed;14572;1.0;OUTER;X-X;X;
91;RA39;RA;X;41;SA32;SA;X;Directed;14573;1.0;OUTER;X-X;X;
91;RA39;RA;X;55;RA3;RA;HUB;Directed;365;1.0;INTER;X-HUB;CLUSTER;1
91;RA39;RA;X;93;RA41;RA;X;Directed;14567;1.0;INTER;X-X;CLUSTER;
92;RA40;RA;X;11;SA2;SA;HUB;Directed;14645;1.0;OUTER;X-HUB;X;
92;RA40;RA;X;12;SA3;SA;HUB;Directed;14633;1.0;OUTER;X-HUB;X;
92;RA40;RA;X;13;SA4;SA;HUB;Directed;14634;1.0;OUTER;X-HUB;X;
92;RA40;RA;X;20;SA11;SA;X;Directed;14642;1.0;OUTER;X-X;X;
92;RA40;RA;X;21;SA12;SA;X;Directed;14643;1.0;OUTER;X-X;X;
92;RA40;RA;X;22;SA13;SA;X;Directed;14641;1.0;OUTER;X-X;X;
92;RA40;RA;X;23;SA14;SA;X;Directed;14635;1.0;OUTER;X-X;X;
92;RA40;RA;X;25;SA16;SA;X;Directed;14640;1.0;OUTER;X-X;X;
92;RA40;RA;X;32;SA23;SA;X;Directed;14638;1.0;OUTER;X-X;X;
92;RA40;RA;X;36;SA27;SA;X;Directed;14637;1.0;OUTER;X-X;X;
92;RA40;RA;X;40;SA31;SA;X;Directed;14636;1.0;OUTER;X-X;X;
92;RA40;RA;X;43;SA34;SA;X;Directed;14644;1.0;OUTER;X-X;X;
92;RA40;RA;X;44;SA35;SA;X;Directed;14639;1.0;OUTER;X-X;X;
92;RA40;RA;X;55;RA3;RA;HUB;Directed;373;1.0;INTER;X-HUB;CLUSTER;1
93;RA41;RA;X;12;SA3;SA;HUB;Directed;14552;1.0;OUTER;X-HUB;X;
93;RA41;RA;X;13;SA4;SA;HUB;Directed;14553;1.0;OUTER;X-HUB;X;
93;RA41;RA;X;22;SA13;SA;X;Directed;14558;1.0;OUTER;X-X;X;
93;RA41;RA;X;23;SA14;SA;X;Directed;14564;1.0;OUTER;X-X;X;
93;RA41;RA;X;25;SA16;SA;X;Directed;14557;1.0;OUTER;X-X;X;
93;RA41;RA;X;26;SA17;SA;X;Directed;14559;1.0;OUTER;X-X;X;
93;RA41;RA;X;32;SA23;SA;X;Directed;14556;1.0;OUTER;X-X;X;
93;RA41;RA;X;33;SA24;SA;X;Directed;14554;1.0;OUTER;X-X;X;
93;RA41;RA;X;36;SA27;SA;X;Directed;14555;1.0;OUTER;X-X;X;
93;RA41;RA;X;37;SA28;SA;X;Directed;14563;1.0;OUTER;X-X;X;
93;RA41;RA;X;38;SA29;SA;X;Directed;14562;1.0;OUTER;X-X;X;
93;RA41;RA;X;40;SA31;SA;X;Directed;14560;1.0;OUTER;X-X;X;
93;RA41;RA;X;44;SA35;SA;X;Directed;14561;1.0;OUTER;X-X;X;
93;RA41;RA;X;55;RA3;RA;HUB;Directed;374;1.0;INTER;X-HUB;CLUSTER;1
93;RA41;RA;X;70;RA18;RA;X;Directed;14565;1.0;INTER;X-X;CLUSTER;
93;RA41;RA;X;79;RA27;RA;X;Directed;14659;1.0;INTER;X-X;CLUSTER;
94;RA42;RA;X;12;SA3;SA;HUB;Directed;14513;1.0;OUTER;X-HUB;X;
94;RA42;RA;X;14;SA5;SA;HUB;Directed;14519;1.0;OUTER;X-HUB;X;
94;RA42;RA;X;29;SA20;SA;X;Directed;14517;1.0;OUTER;X-X;X;
94;RA42;RA;X;31;SA22;SA;X;Directed;14518;1.0;OUTER;X-X;X;
94;RA42;RA;X;34;SA25;SA;X;Directed;14514;1.0;OUTER;X-X;X;
94;RA42;RA;X;37;SA28;SA;X;Directed;14516;1.0;OUTER;X-X;X;
94;RA42;RA;X;38;SA29;SA;X;Directed;14515;1.0;OUTER;X-X;X;
94;RA42;RA;X;55;RA3;RA;HUB;Directed;375;1.0;INTER;X-HUB;CLUSTER;1
94;RA42;RA;X;74;RA22;RA;X;Directed;14520;1.0;INTER;X-X;CLUSTER;
94;RA42;RA;X;87;RA35;RA;X;Directed;14527;1.0;INTER;X-X;CLUSTER;
94;RA42;RA;X;88;RA36;RA;X;Directed;14528;1.0;INTER;X-X;CLUSTER;
95;RA43;RA;X;11;SA2;SA;HUB;Directed;14611;1.0;OUTER;X-HUB;X;
95;RA43;RA;X;13;SA4;SA;HUB;Directed;14612;1.0;OUTER;X-HUB;X;
95;RA43;RA;X;16;SA7;SA;X;Directed;14630;1.0;OUTER;X-X;X;
95;RA43;RA;X;17;SA8;SA;X;Directed;14627;1.0;OUTER;X-X;X;
95;RA43;RA;X;21;SA12;SA;X;Directed;14629;1.0;OUTER;X-X;X;
95;RA43;RA;X;22;SA13;SA;X;Directed;14632;1.0;OUTER;X-X;X;
95;RA43;RA;X;26;SA17;SA;X;Directed;14631;1.0;OUTER;X-X;X;
95;RA43;RA;X;39;SA30;SA;X;Directed;14626;1.0;OUTER;X-X;X;
95;RA43;RA;X;42;SA33;SA;X;Directed;14628;1.0;OUTER;X-X;X;
95;RA43;RA;X;53;RA1;RA;HUB;Directed;14610;1.0;INTER;X-HUB;CLUSTER;
95;RA43;RA;X;55;RA3;RA;HUB;Directed;376;1.0;INTER;X-HUB;CLUSTER;1
95;RA43;RA;X;56;RA4;RA;HUB;Directed;14620;1.0;INTER;X-HUB;CLUSTER;
95;RA43;RA;X;64;RA12;RA;X;Directed;14904;1.0;INTER;X-X;CLUSTER;
95;RA43;RA;X;65;RA13;RA;X;Directed;14623;1.0;INTER;X-X;CLUSTER;
96;RA44;RA;X;10;SA1;SA;HUB;Directed;14535;1.0;OUTER;X-HUB;X;
96;RA44;RA;X;12;SA3;SA;HUB;Directed;14530;1.0;OUTER;X-HUB;X;
96;RA44;RA;X;29;SA20;SA;X;Directed;14533;1.0;OUTER;X-X;X;
96;RA44;RA;X;31;SA22;SA;X;Directed;14532;1.0;OUTER;X-X;X;
96;RA44;RA;X;34;SA25;SA;X;Directed;14531;1.0;OUTER;X-X;X;
96;RA44;RA;X;54;RA2;RA;HUB;Directed;14529;1.0;INTER;X-HUB;CLUSTER;
96;RA44;RA;X;55;RA3;RA;HUB;Directed;377;1.0;INTER;X-HUB;CLUSTER;1
96;RA44;RA;X;79;RA27;RA;X;Directed;14577;1.0;INTER;X-X;CLUSTER;
96;RA44;RA;X;81;RA29;RA;X;Directed;14578;1.0;INTER;X-X;CLUSTER;
97;RA45;RA;X;12;SA3;SA;HUB;Directed;14410;1.0;OUTER;X-HUB;X;
97;RA45;RA;X;27;SA18;SA;X;Directed;14415;1.0;OUTER;X-X;X;
97;RA45;RA;X;29;SA20;SA;X;Directed;14414;1.0;OUTER;X-X;X;
97;RA45;RA;X;30;SA21;SA;X;Directed;14411;1.0;OUTER;X-X;X;
97;RA45;RA;X;31;SA22;SA;X;Directed;14413;1.0;OUTER;X-X;X;
97;RA45;RA;X;34;SA25;SA;X;Directed;14412;1.0;OUTER;X-X;X;
97;RA45;RA;X;42;SA33;SA;X;Directed;14416;1.0;OUTER;X-X;X;
97;RA45;RA;X;54;RA2;RA;HUB;Directed;378;1.0;INTER;X-HUB;CLUSTER;1
97;RA45;RA;X;55;RA3;RA;HUB;Directed;379;1.0;INTER;X-HUB;CLUSTER;1
97;RA45;RA;X;87;RA35;RA;X;Directed;14508;1.0;INTER;X-X;CLUSTER;
97;RA45;RA;X;88;RA36;RA;X;Directed;14607;1.0;INTER;X-X;CLUSTER;
98;RA46;RA;X;10;SA1;SA;HUB;Directed;14462;1.0;OUTER;X-HUB;X;
98;RA46;RA;X;17;SA8;SA;X;Directed;14466;1.0;OUTER;X-X;X;
98;RA46;RA;X;39;SA30;SA;X;Directed;14469;1.0;OUTER;X-X;X;
98;RA46;RA;X;44;SA35;SA;X;Directed;14467;1.0;OUTER;X-X;X;
98;RA46;RA;X;54;RA2;RA;HUB;Directed;380;1.0;INTER;X-HUB;CLUSTER;1
98;RA46;RA;X;87;RA35;RA;X;Directed;14506;1.0;INTER;X-X;CLUSTER;
98;RA46;RA;X;88;RA36;RA;X;Directed;14605;1.0;INTER;X-X;CLUSTER;
98;RA46;RA;X;99;RA47;RA;X;Directed;14463;1.0;INTER;X-X;CLUSTER;
99;RA47;RA;X;10;SA1;SA;HUB;Directed;14448;1.0;OUTER;X-HUB;X;
99;RA47;RA;X;11;SA2;SA;HUB;Directed;14449;1.0;OUTER;X-HUB;X;
99;RA47;RA;X;17;SA8;SA;X;Directed;14451;1.0;OUTER;X-X;X;
99;RA47;RA;X;21;SA12;SA;X;Directed;14450;1.0;OUTER;X-X;X;
99;RA47;RA;X;22;SA13;SA;X;Directed;14453;1.0;OUTER;X-X;X;
99;RA47;RA;X;27;SA18;SA;X;Directed;14454;1.0;OUTER;X-X;X;
99;RA47;RA;X;39;SA30;SA;X;Directed;14452;1.0;OUTER;X-X;X;
99;RA47;RA;X;44;SA35;SA;X;Directed;14468;1.0;OUTER;X-X;X;
99;RA47;RA;X;54;RA2;RA;HUB;Directed;381;1.0;INTER;X-HUB;CLUSTER;1
99;RA47;RA;X;88;RA36;RA;X;Directed;14606;1.0;INTER;X-X;CLUSTER;
100;RA48;RA;X;10;SA1;SA;HUB;Directed;14446;1.0;OUTER;X-HUB;X;
100;RA48;RA;X;11;SA2;SA;HUB;Directed;14447;1.0;OUTER;X-HUB;X;
100;RA48;RA;X;15;SA6;SA;X;Directed;14423;1.0;OUTER;X-X;X;
100;RA48;RA;X;17;SA8;SA;X;Directed;14425;1.0;OUTER;X-X;X;
100;RA48;RA;X;18;SA9;SA;X;Directed;14421;1.0;OUTER;X-X;X;
100;RA48;RA;X;19;SA10;SA;X;Directed;14417;1.0;OUTER;X-X;X;
100;RA48;RA;X;25;SA16;SA;X;Directed;14422;1.0;OUTER;X-X;X;
100;RA48;RA;X;27;SA18;SA;X;Directed;14420;1.0;OUTER;X-X;X;
100;RA48;RA;X;28;SA19;SA;X;Directed;14418;1.0;OUTER;X-X;X;
100;RA48;RA;X;42;SA33;SA;X;Directed;14424;1.0;OUTER;X-X;X;
100;RA48;RA;X;44;SA35;SA;X;Directed;14419;1.0;OUTER;X-X;X;
100;RA48;RA;X;54;RA2;RA;HUB;Directed;382;1.0;INTER;X-HUB;CLUSTER;1
100;RA48;RA;X;85;RA33;RA;X;Directed;14594;1.0;INTER;X-X;CLUSTER;
